,time,timer_time,moving,distance,gap_distance,watts,watts_calc,cadence,velocity_smooth,pace,gap,lat,lng,temp,altitude,altitude_smooth,grade_smooth,distance_calc(m),gps_delta(m),weight_bike_rider_50,weight_bike_rider_60,weight_bike_rider_70,weight_bike_rider_80,weight_bike_rider_90,weight_bike_rider_100,weight_bike_rider_110,weight_bike_rider_120,speed_from_sensor(m/s),speed_from_gps(m/s),wind_resistance_sensor(N),wind_resistance_gps(N),accel_sensor(m2/s),accel_gps(m2/s)
46,46,46,   true,205.2,263.7,   335,413,61,4.2,0.23946360153256704,0.16267942583732056,51.364897,-2.3750970000000002,25,138.0,132.97219674590642,7.8,201.94723183991627,3.888774225346626,50,60,70,80,90,100,110,120,3.8999999999999773,3.888774225346623,5.129388306899941,5.0999019037997915,-0.20000000000004547,-0.2347654092025664
47,47,47,   true,208.9,270.1,   373,142,61,4.0,0.2399232245681381,0.16159695817490494,51.364885,-2.375146,25,138.2,133.24270365834877,13.7,205.60141236222444,3.6541805223081676,50,60,70,80,90,100,110,120,3.700000000000017,3.6541805223081667,4.6167867141000425,4.50314944616577,-0.1999999999999602,-0.23459370303845617
48,48,48,   true,212.5,276.0,   373,148,60,3.9,0.2396931927133269,0.1622137404580153,51.364872,-2.375194,25,138.4,133.5240932365125,12.5,209.23385218524217,3.632439823017726,50,60,70,80,90,100,110,120,3.5999999999999943,3.6324398230177337,4.370603054399987,4.44972549379385,-0.10000000000002274,-0.021740699290432985
49,49,49,   true,215.9,281.5,   384,659,61,3.7,0.23952095808383236,0.16236867239732564,51.364861,-2.375238,25,139.4,133.83807173113618,12.2,212.52435574418766,3.2905035589455007,50,60,70,80,90,100,110,120,3.4000000000000057,3.2905035589454883,3.8984700084000132,3.6514141407111933,-0.19999999999998863,-0.3419362640722454
50,50,50,   true,219.6,287.8,   357,313,61,3.7,0.23880597014925375,0.16267942583732056,51.364849,-2.3752880000000003,25,139.8,134.16182539682532,13.2,216.24325667156185,3.7189009273742015,50,60,70,80,90,100,110,120,3.6999999999999886,3.718900927374193,4.616786714099972,4.664075596282465,0.29999999999998295,0.4283973684287048
51,51,51,   true,223.6,293.7,   381,180,61,3.7,0.2380952380952381,0.16175071360608945,51.364833000000004,-2.375339,25,140.0,134.4882770097285,10.1,220.20581204865962,3.9625553770977633,50,60,70,80,90,100,110,120,4.0,3.9625553770977717,5.395806240000001,5.2952571162176785,0.30000000000001137,0.24365444972357864
52,52,52,   true,227.7,299.9,   395,303,62,3.8,0.23575638506876226,0.15857284440039646,51.364814,-2.375391,25,140.4,134.82232718894,11.0,224.38870080648985,4.182888757830228,50,60,70,80,90,100,110,120,4.099999999999994,4.182888757830227,5.668968930899985,5.9005024237172545,0.09999999999999432,0.22033338073245545
53,53,53,   true,231.8,306.9,   384,430,63,3.9,0.23391812865497086,0.15609756097560976,51.364796999999996,-2.375443,25,141.0,135.16990783410128,13.3,228.46378831001712,4.0750875035272704,50,60,70,80,90,100,110,120,4.100000000000023,4.075087503527271,5.668968930900064,5.600286442178408,2.842170943040401e-14,-0.10780125430295584
54,54,54,   true,235.9,314.3,   394,430,63,4.0,0.2321083172147001,0.15355086372360846,51.364782,-2.375497,25,141.6,135.5293548387096,14.5,232.56706190066333,4.1032735906461975,50,60,70,80,90,100,110,120,4.099999999999994,4.103273590646211,5.668968930899985,5.678025171053146,-2.842170943040401e-14,0.02818608711893944
55,55,55,   true,240.1,321.5,   384,439,64,4.1,0.22966507177033504,0.15355086372360846,51.364764,-2.3755509999999997,25,142.2,135.89924731182785,13.3,236.81687732592067,4.249815425257337,50,60,70,80,90,100,110,120,4.199999999999989,4.249815425257339,5.948876379599969,6.090830312041485,0.09999999999999432,0.1465418346111278
56,56,56,   true,244.3,327.7,   367,432,64,4.1,0.2295409181636727,0.15296367112810705,51.364745,-2.375602,25,142.8,136.28118279569878,10.5,240.9400005604382,4.123123234517517,50,60,70,80,90,100,110,120,4.200000000000017,4.1231232345175215,5.948876379600049,5.733093099308441,2.842170943040401e-14,-0.12669219073981708
57,57,57,   true,248.4,333.8,   322,289,64,4.1,0.2266009852216749,0.15194681861348527,51.364727,-2.375652,25,143.2,136.66666666666657,10.3,244.9469773309174,4.0069767704792145,50,60,70,80,90,100,110,120,4.099999999999994,4.006976770479213,5.668968930899985,5.414645306007736,-0.10000000000002274,-0.11614646403830875
58,58,58,   true,253.0,340.2,   368,202,64,4.2,0.2233009708737864,0.15151515151515155,51.364706,-2.3757099999999998,25,143.4,137.0516129032257,8.8,249.60175132418718,4.6547739932697745,50,60,70,80,90,100,110,120,4.599999999999994,4.654773993269771,7.135953752399983,7.306906696697408,0.5,0.6477972227905582
59,59,59,   true,257.6,346.7,   359,438,64,4.3,0.21803766105054515,0.15037593984962402,51.364684000000004,-2.3757669999999997,25,144.0,137.45161290322568,9.4,254.2540957411269,4.652344416939701,50,60,70,80,90,100,110,120,4.600000000000023,4.652344416939712,7.135953752400072,7.2992809539473775,2.842170943040401e-14,-0.0024295763300585804
60,60,60,   true,262.4,353.8,   372,320,64,4.5,0.21484375,0.14970059880239514,51.364664000000005,-2.375827,25,144.4,137.8580645161289,10.3,258.9761208237227,4.7220250825957715,50,60,70,80,90,100,110,120,4.7999999999999545,4.722025082595792,7.7699609855998535,7.519568894026001,0.1999999999999318,0.06968066565607955
61,61,61,   true,267.5,361.0,   376,467,65,4.6,0.21194605009633916,0.14925373134328354,51.364641999999996,-2.375891,25,145.0,138.27741935483857,9.2,264.0482833899656,5.072162566242921,50,60,70,80,90,100,110,120,5.100000000000023,5.072162566242923,8.77155751890008,8.676062910485228,0.3000000000000682,0.3501374836471314
62,62,62,   true,272.4,367.9,   357,294,65,4.8,0.20972354623450906,0.14925373134328354,51.364621,-2.375954,25,145.4,138.69677419354826,9.2,269.0064133071975,4.958129917231887,50,60,70,80,90,100,110,120,4.899999999999977,4.958129917231872,8.097081738899925,8.290336679368433,-0.20000000000004547,-0.11403264901105103
63,63,63,   true,277.1,374.3,   335,291,65,4.8,0.2083333333333333,0.14970059880239522,51.3646,-2.376013,25,145.8,139.1096774193547,8.2,273.72138212198564,4.714968814788173,50,60,70,80,90,100,110,120,4.7000000000000455,4.714968814788165,7.449584990100145,7.497112237688807,-0.1999999999999318,-0.24316110244370748
64,64,64,   true,282.0,380.6,   400,322,64,4.9,0.20608439646712468,0.14925373134328354,51.364576,-2.376071,25,146.2,139.5161290322579,7.1,278.5521371358622,4.830755013876551,50,60,70,80,90,100,110,120,4.899999999999977,4.830755013876569,8.097081738899925,7.869848826571182,0.1999999999999318,0.11578619908840437
65,65,65,   true,286.9,386.8,   413,308,65,4.9,0.20388349514563112,0.1486620416253717,51.364552,-2.37613,25,146.6,139.92903225806438,6.9,283.4409148031578,4.8887776672955905,50,60,70,80,90,100,110,120,4.899999999999977,4.888777667295585,8.097081738899925,8.060035172032519,0.0,0.058022653419016024
66,66,66,   true,292.1,393.4,   354,197,65,4.9,0.2,0.1488095238095238,51.364526,-2.376193,25,146.8,140.34193548387086,6.7,288.6838856033463,5.242970800188498,50,60,70,80,90,100,110,120,5.2000000000000455,5.242970800188516,9.11891254560016,9.27024562454657,0.3000000000000682,0.35419313289293086
67,67,67,   true,297.4,400.1,   338,321,64,5.0,0.19782393669634027,0.1488095238095238,51.364499,-2.376255,25,147.2,140.76129032258052,6.6,293.9318924914058,5.2480068880594555,50,60,70,80,90,100,110,120,5.2999999999999545,5.248006888059479,9.473012330099838,9.288063077714673,0.09999999999990905,0.005036087870962547
68,68,68,   true,302.8,407.4,   356,323,64,5.1,0.19665683382497545,0.15,51.364468,-2.376316,25,147.6,141.18709677419344,8.5,299.3924109752847,5.4605184838789045,50,60,70,80,90,100,110,120,5.400000000000034,5.4605184838789,9.833856872400126,10.055510560491923,0.10000000000007958,0.21251159581942147
69,69,69,   true,308.2,414.8,   366,316,62,5.2,0.19550342130987305,0.15165876777251186,51.364435,-2.376372,25,148.0,141.6193548387095,8.6,304.73845856121534,5.3460475859306325,50,60,70,80,90,100,110,120,5.399999999999977,5.346047585930648,9.833856872399918,9.638334704254307,-5.684341886080802e-14,-0.1144708979482516
70,70,70,   true,313.4,421.7,   372,434,63,5.3,0.19474196689386555,0.15252621544327927,51.364402,-2.376424,25,148.6,142.0645161290321,7.8,309.88608012880326,5.147621567587929,50,60,70,80,90,100,110,120,5.199999999999989,5.147621567587919,9.118912545599962,8.936132240719735,-0.19999999999998863,-0.19842601834272955
71,71,71,   true,318.3,428.2,   358,287,64,5.2,0.19436345966958216,0.15194681861348527,51.364369,-2.37647,25,149.0,142.49032258064503,7.9,314.7506319231942,4.864551794390938,50,60,70,80,90,100,110,120,4.900000000000034,4.864551794390934,8.097081738900114,7.9803516186702605,-0.2999999999999545,-0.2830697731969849
72,72,72,   true,323.4,434.7,   346,189,64,5.2,0.193050193050193,0.15037593984962408,51.364332,-2.376514,24,149.2,142.90967741935472,6.9,319.8749157726851,5.124283849490879,50,60,70,80,90,100,110,120,5.099999999999966,5.124283849490894,8.771557518899884,8.855288618353184,0.1999999999999318,0.2597320550999598
73,73,73,   true,328.5,441.0,   314,311,65,5.1,0.19102196752626555,0.14970059880239522,51.364294,-2.3765560000000003,24,149.6,143.32903225806442,5.8,325.00878179058327,5.133866017898157,50,60,70,80,90,100,110,120,5.100000000000023,5.133866017898185,8.77155751890008,8.888437524524058,5.684341886080802e-14,0.009582168407291647
74,74,74,   true,333.7,447.5,   300,320,66,5.1,0.1888574126534467,0.14648437499999994,51.364253999999995,-2.376595,24,150.0,143.7548387096773,6.7,330.2159077447048,5.207125954121548,50,60,70,80,90,100,110,120,5.199999999999989,5.207125954121523,9.118912545599962,9.143922344292395,0.0999999999999659,0.07325993622333726
75,75,75,   true,338.9,453.8,   311,176,66,5.1,0.18811881188118806,0.1425855513307985,51.364212,-2.37663,24,150.2,144.17419354838697,5.7,335.480429585433,5.2645218407282295,50,60,70,80,90,100,110,120,5.199999999999989,5.264521840728207,9.118912545599962,9.346612267876369,0.0,0.0573958866066846
76,76,76,   true,344.3,460.2,   316,330,67,5.2,0.18664047151277025,0.13972055888223553,51.364168,-2.376663,24,150.6,144.59999999999988,4.8,340.8828676257229,5.402438040289912,50,60,70,80,90,100,110,120,5.400000000000034,5.402438040289894,9.833856872400126,9.84273863223713,0.20000000000004547,0.13791619956168688
77,77,77,   true,349.5,466.5,   327,162,64,5.2,0.18554687499999994,0.13645224171539966,51.364126,-2.376694,24,150.8,145.01290322580638,5.7,346.0251159718723,5.142248346149435,50,60,70,80,90,100,110,120,5.199999999999989,5.142248346149415,9.118912545599962,8.917486442219289,-0.20000000000004547,-0.2601896941404789
78,78,78,   true,354.7,472.8,   352,176,61,5.2,0.1844660194174757,0.13513513513513514,51.364083,-2.3767240000000003,24,151.0,145.42580645161283,5.8,351.24044619067183,5.215330218799543,50,60,70,80,90,100,110,120,5.199999999999989,5.215330218799522,9.118912545599962,9.172759080436277,0.0,0.07308187265010702
79,79,79,   true,359.9,479.6,   379,313,63,5.2,0.18375241779497092,0.13474494706448506,51.36404,-2.37675,24,151.4,145.8451612903225,7.7,356.3512172908464,5.1107711001745955,50,60,70,80,90,100,110,120,5.199999999999989,5.110771100174588,9.118912545599962,8.808647359670783,0.0,-0.10455911862493394
80,80,80,   true,365.1,487.0,   354,313,63,5.2,0.18269230769230768,0.13448607108549468,51.363996,-2.376776,24,151.8,146.2451612903225,9.4,361.5661652820978,5.214947991251371,50,60,70,80,90,100,110,120,5.2000000000000455,5.2149479912513925,9.11891254560016,9.171414600763153,5.684341886080802e-14,0.10417689107680417
81,81,81,   true,370.4,495.8,   378,457,65,5.2,0.18199233716475105,0.13487475915221586,51.363951,-2.3768029999999998,24,152.4,146.65161290322573,12.8,366.90953289481587,5.34336761271803,50,60,70,80,90,100,110,120,5.2999999999999545,5.343367612718055,9.473012330099838,9.628673733603417,0.09999999999990905,0.1284196214666622
82,82,82,   true,376.0,505.3,   391,476,66,5.3,0.18181818181818185,0.1346153846153847,51.363903,-2.376831,24,153.0,147.07096774193542,13.2,372.58987910559784,5.680346210781969,50,60,70,80,90,100,110,120,5.600000000000023,5.680346210781977,10.575780230400087,10.881430084029377,0.3000000000000682,0.33697859806392216
83,83,83,   true,381.8,515.0,   330,870,67,5.4,0.1816443594646271,0.13461538461538455,51.363853999999996,-2.376855,24,154.2,147.51612903225796,12.8,378.2875186400686,5.69763953447075,50,60,70,80,90,100,110,120,5.800000000000011,5.6976395344707385,11.344682619600045,10.94778608719587,0.19999999999998863,0.017293323688761575
84,84,84,   true,387.9,524.3,   331,487,66,5.6,0.18112488083889414,0.1339712918660287,51.363801,-2.37688,24,154.8,147.96129032258057,10.9,384.43112731667355,6.143608676604978,50,60,70,80,90,100,110,120,6.099999999999966,6.14360867660497,12.548621886899861,12.728682494443154,0.2999999999999545,0.44596914213423133
85,85,85,   true,393.9,531.8,   330,457,66,5.8,0.18078020932445285,0.13257575757575762,51.36375,-2.376905,24,155.4,148.4064516129031,6.7,390.361739222942,5.9306119062684335,50,60,70,80,90,100,110,120,6.0,5.930611906268439,12.140564040000001,11.861384209961857,-0.0999999999999659,-0.21299677033653097
86,86,86,   true,399.8,538.6,   331,183,66,5.9,0.18078020932445296,0.13133208255159473,51.3637,-2.376933,24,155.6,148.83870967741927,4.2,396.25154155471836,5.889802331776391,50,60,70,80,90,100,110,120,5.900000000000034,5.889802331776366,11.739250950900136,11.69870534773713,-0.0999999999999659,-0.0408095744920729
87,87,87,   true,405.8,545.1,   320,199,66,6.0,0.17964071856287425,0.13145539906103287,51.363649,-2.376962,24,155.8,149.25806451612894,2.6,402.2692923044739,6.0177507497555025,50,60,70,80,90,100,110,120,6.0,6.017750749755521,12.140564040000001,12.21250500471058,0.0999999999999659,0.12794841797915524
88,88,88,   true,411.6,551.3,   327,37,64,6.0,0.17928286852589634,0.1339712918660288,51.3636,-2.376992,24,155.8,149.6645161290322,2.6,408.102375563175,5.833083258701103,50,60,70,80,90,100,110,120,5.800000000000011,5.833083258701095,11.344682619600045,11.474472096107904,-0.19999999999998863,-0.1846674910544266
89,89,89,   true,417.4,557.8,   362,188,64,5.9,0.17874875868917578,0.13752455795677798,51.363551,-2.3770189999999998,24,156.0,150.07096774193542,3.6,413.86437345546915,5.7619978922941515,50,60,70,80,90,100,110,120,5.7999999999999545,5.7619978922941755,11.344682619599824,11.196506937963454,-5.684341886080802e-14,-0.07108536640691909
90,90,90,   true,422.7,564.2,   363,143,63,5.8,0.17857142857142855,0.13812154696132597,51.363504999999996,-2.377043,24,156.2,150.4645161290322,5.6,419.24390037931545,5.379526923846308,50,60,70,80,90,100,110,120,5.300000000000011,5.379526923846299,9.473012330100042,9.75943181695641,-0.49999999999994316,-0.3824709684478762
91,91,91,   true,427.9,571.0,   357,306,64,5.6,0.17874875868917578,0.14150943396226415,51.363459000000006,-2.3770580000000003,24,156.6,150.858064516129,7.5,424.4638072068859,5.219906827570457,50,60,70,80,90,100,110,120,5.199999999999989,5.219906827570469,9.118912545599962,9.188864886707826,-0.10000000000002274,-0.1596200962758303
92,92,92,   true,433.1,578.4,   383,313,64,5.5,0.17928286852589645,0.14464802314368366,51.363414,-2.377078,24,157.0,151.24516129032253,9.4,429.65666892013303,5.192861713247108,50,60,70,80,90,100,110,120,5.2000000000000455,5.192861713247112,9.11891254560016,9.093893801670452,5.684341886080802e-14,-0.02704511432335721
93,93,93,   true,438.6,586.2,   383,474,63,5.4,0.18,0.14548981571290007,51.363366,-2.377095,24,157.6,151.63870967741934,9.3,435.12296711277844,5.4662981926454135,50,60,70,80,90,100,110,120,5.5,5.466298192645411,10.2014461725,10.076808420865337,0.2999999999999545,0.27343647939829907
94,94,94,   true,444.0,593.5,   377,445,63,5.3,0.18009478672985782,0.14548981571290007,51.363319,-2.3771139999999997,24,158.2,152.03870967741932,8.3,440.51303810622164,5.390070993443188,50,60,70,80,90,100,110,120,5.399999999999977,5.390070993443203,9.833856872399918,9.79772699706821,-0.10000000000002274,-0.07622719920220788
95,95,95,   true,449.4,600.3,   368,316,64,5.3,0.18147086914995214,0.1446480231436838,51.363271000000005,-2.377127,24,158.6,152.43870967741933,6.5,445.9261697010816,5.413131594860002,50,60,70,80,90,100,110,120,5.399999999999977,5.413131594859976,9.833856872399918,9.881742515794988,0.0,0.023060601416773352
96,96,96,   true,454.9,607.1,   386,189,64,5.4,0.18199233716475105,0.1436781609195401,51.363222,-2.377137,24,158.8,152.83225806451608,6.4,451.41877717019946,5.492607469117836,50,60,70,80,90,100,110,120,5.5,5.492607469117843,10.2014461725,10.174041145705358,0.10000000000002274,0.07947587425786651
97,97,97,   true,460.3,613.9,   370,173,64,5.4,0.18234165067178504,0.14340344168260036,51.363174,-2.377153,24,159.0,153.22580645161287,6.4,456.8705070998939,5.451729929694463,50,60,70,80,90,100,110,120,5.400000000000034,5.451729929694466,9.833856872400126,10.023168473418357,-0.0999999999999659,-0.04087753942337713
98,98,98,   true,465.8,621.0,   356,460,65,5.4,0.18199233716475105,0.14231499051233398,51.363127,-2.377174,24,159.6,153.6258064516129,7.3,462.2962329534592,5.425725853565283,50,60,70,80,90,100,110,120,5.5,5.425725853565268,10.2014461725,9.927777974833631,0.0999999999999659,-0.02600407612919753
99,99,99,   true,471.2,628.0,   338,309,65,5.4,0.18181818181818185,0.14150943396226415,51.36308,-2.377194,24,160.0,154.02580645161288,7.3,467.703716116692,5.407483163232826,50,60,70,80,90,100,110,120,5.399999999999977,5.4074831632328255,9.833856872399918,9.861130703691943,-0.10000000000002274,-0.018242690332442635
100,100,100,   true,476.7,634.9,   340,325,65,5.5,0.17982017982017978,0.1412429378531073,51.363032000000004,-2.3772130000000002,24,160.4,154.42580645161289,6.3,473.2016699804157,5.497953863723694,50,60,70,80,90,100,110,120,5.5,5.497953863723694,10.2014461725,10.19385720291978,0.10000000000002274,0.0904707004908687
101,101,101,   true,482.2,641.7,   349,182,64,5.5,0.1787487586891759,0.14231499051233398,51.362984000000004,-2.3772349999999998,24,160.6,154.8129032258064,6.3,478.75328204481224,5.551612064396547,50,60,70,80,90,100,110,120,5.5,5.551612064396522,10.2014461725,10.393805489193976,0.0,0.053658200672828116
102,102,102,   true,487.9,648.8,   351,336,64,5.5,0.17769002961500502,0.14272121788772593,51.362935,-2.3772599999999997,24,161.0,155.19999999999996,6.4,484.4716211917553,5.718339146943056,50,60,70,80,90,100,110,120,5.699999999999989,5.718339146943038,10.956859046099957,11.027477536902822,0.19999999999998863,0.16672708254651525
103,103,103,   true,493.4,655.7,   351,304,65,5.5,0.1761252446183952,0.14326647564469908,51.362888,-2.377282,24,161.4,155.59354838709675,6.4,489.9164165722467,5.444795380491424,50,60,70,80,90,100,110,120,5.5,5.444795380491428,10.2014461725,9.997685938422197,-0.19999999999998863,-0.2735437664516098
104,104,104,   true,498.6,662.4,   345,292,67,5.5,0.17458777885548007,0.14340344168260036,51.362843,-2.3773020000000002,24,161.8,155.9870967741935,7.2,495.1092829140078,5.192866341761083,50,60,70,80,90,100,110,120,5.2000000000000455,5.192866341761089,9.11891254560016,9.093910012860219,-0.2999999999999545,-0.25192903873033856
105,105,105,   true,504.2,669.6,   330,212,68,5.5,0.1732435033686237,0.14312977099236632,51.362794,-2.37732,24,162.0,156.37419354838704,7.1,500.6993187474389,5.590035833431128,50,60,70,80,90,100,110,120,5.599999999999966,5.590035833431102,10.575780230399873,10.538178414430012,0.3999999999999204,0.39716949167001303
106,106,106,   true,510.0,677.0,   342,474,68,5.6,0.1711026615969582,0.14367816091954028,51.362743,-2.3773400000000002,24,162.6,156.77419354838707,6.9,506.5377870871858,5.838468339746911,50,60,70,80,90,100,110,120,5.800000000000011,5.838468339746896,11.344682619600045,11.495668256713984,0.20000000000004547,0.24843250631579394
107,107,107,   true,516.0,684.6,   342,343,65,5.6,0.16869728209934398,0.14409221902017288,51.362691999999996,-2.377363,24,163.0,157.17419354838702,6.7,512.4292676046853,5.891480517499521,50,60,70,80,90,100,110,120,6.0,5.891480517499474,12.140564040000001,11.705372938991637,0.19999999999998863,0.05301217775257783
108,108,108,   true,521.9,691.6,   348,319,65,5.7,0.1678183613030602,0.14354066985645933,51.36264,-2.377385,24,163.4,157.58064516129028,5.0,518.4097488593243,5.980481254638986,50,60,70,80,90,100,110,120,5.899999999999977,5.980481254639017,11.739250950899912,12.061702995358546,-0.10000000000002274,0.08900073713954271
109,109,109,   true,528.0,698.6,   348,208,66,5.9,0.16472868217054265,0.1424501424501425,51.362588,-2.377407,24,163.6,157.9870967741935,4.2,524.3902305568944,5.980481697570121,50,60,70,80,90,100,110,120,6.100000000000023,5.980481697570099,12.548621886900095,12.061704782005181,0.20000000000004547,4.429310820341925e-07
110,110,110,   true,533.8,705.0,   334,167,64,5.9,0.1614434947768281,0.14071294559099434,51.362538,-2.377434,24,163.8,158.3870967741935,3.3,530.2574992524105,5.867268695516144,50,60,70,80,90,100,110,120,5.7999999999999545,5.867268695516145,11.344682619599824,11.609361061244705,-0.3000000000000682,-0.11321300205395346
111,111,111,   true,539.9,711.7,   325,215,65,6.0,0.1570166830225712,0.13806706114398426,51.362485,-2.3774599999999997,24,164.0,158.78064516129032,3.3,536.4210973120454,6.16359805963483,50,60,70,80,90,100,110,120,6.100000000000023,6.1635980596348645,12.548621886900095,12.811647557801763,0.3000000000000682,0.29632936411871924
112,112,112,   true,546.2,718.7,   306,213,67,6.0,0.15325670498084296,0.13645224171539955,51.362429999999996,-2.377485,24,164.2,159.16129032258058,3.2,542.7783608080626,6.35726349601727,50,60,70,80,90,100,110,120,6.300000000000068,6.357263496017254,13.384971854100291,13.629401592748062,0.20000000000004547,0.1936654363823891
113,113,113,   true,552.5,725.4,   272,199,68,6.1,0.15023474178403748,0.13552758954501454,51.362376,-2.377511,24,164.4,159.52903225806446,2.3,549.0483638248087,6.270003016746031,50,60,70,80,90,100,110,120,6.2999999999999545,6.270003016746045,13.38497185409981,13.2578122034919,-1.1368683772161603e-13,-0.08726047927120817
114,114,114,   true,558.8,732.1,   297,199,70,6.2,0.14895729890764642,0.13526570048309178,51.362322,-2.377538,24,164.6,159.86451612903224,2.3,555.3387078894725,6.290344064663836,50,60,70,80,90,100,110,120,6.2999999999999545,6.290344064663827,13.38497185409981,13.343973321718348,0.0,0.020341047917781907
115,115,115,   true,565.5,739.4,   259,100,72,6.3,0.14634146341463414,0.1339712918660287,51.362264,-2.377566,23,164.6,160.18064516129033,2.9,562.0746393869609,6.735931497488385,50,60,70,80,90,100,110,120,6.7000000000000455,6.735931497488423,15.138608882100208,15.301418276796687,0.40000000000009095,0.44558743282459545
116,116,116,   true,572.5,747.0,   293,239,76,6.5,0.14354066985645933,0.13270142180094788,51.362204999999996,-2.377596,23,164.8,160.48387096774192,2.8,568.9578494147961,6.883210027835189,50,60,70,80,90,100,110,120,7.0,6.883210027835162,16.52465661,15.977852447281455,0.2999999999999545,0.147278530346739
117,117,117,   true,579.9,755.4,   209,395,76,6.7,0.1394422310756971,0.130718954248366,51.362140999999994,-2.377624,23,165.2,160.79354838709673,4.0,576.3350757988704,7.377226384074292,50,60,70,80,90,100,110,120,7.399999999999977,7.3772263840743335,18.46714685639989,18.353655893143795,0.39999999999997726,0.49401635623917173
118,118,118,   true,587.5,763.8,   191,251,77,7.0,0.13712047012732612,0.12948207171314746,51.362075,-2.377655,23,165.4,161.10322580645158,3.3,583.9830445801525,7.647968781282091,50,60,70,80,90,100,110,120,7.600000000000023,7.6479687812820885,19.47886052640012,19.725525249025054,0.20000000000004547,0.27074239720775495
119,119,119,   true,595.3,772.2,   189,394,77,7.3,0.13513513513513525,0.12807881773399016,51.362008,-2.377688,23,165.8,161.42580645161289,2.6,591.7774603412848,7.794415761132295,50,60,70,80,90,100,110,120,7.7999999999999545,7.7944157611323135,20.517553227599763,20.48818555977848,0.1999999999999318,0.14644697985022503
120,120,120,   true,603.0,780.3,   249,96,78,7.5,0.13320647002854422,0.12670565302144246,51.361943,-2.377723,23,165.8,161.74193548387098,1.9,599.4027041718524,7.625243830567557,50,60,70,80,90,100,110,120,7.7000000000000455,7.62524383056757,19.99483449810024,19.608475709149577,-0.09999999999990905,-0.1691719305647439
121,121,121,   true,610.7,788.1,   248,240,78,7.6,0.13108614232209728,0.12524084778420044,51.361877,-2.377757,23,166.0,162.058064516129,0.6,607.1118849932122,7.709180821359805,50,60,70,80,90,100,110,120,7.7000000000000455,7.709180821359837,19.99483449810024,20.042543183719612,0.0,0.08393699079226735
122,122,122,   true,618.5,796.1,   199,114,79,7.7,0.12987012987012986,0.12440191387559807,51.36181,-2.377792,23,166.0,162.36129032258057,1.3,614.9482461256214,7.836361132409122,50,60,70,80,90,100,110,120,7.7999999999999545,7.836361132409138,20.517553227599763,20.709291785107173,0.09999999999990905,0.12718031104930105
123,123,123,   true,626.4,804.1,   211,117,79,7.8,0.12858555885262113,0.12392755004766448,51.361743,-2.3778259999999998,23,166.0,162.65161290322578,0.6,622.7633568027828,7.815110677161405,50,60,70,80,90,100,110,120,7.899999999999977,7.815110677161442,21.047016714899883,20.597126158957575,0.10000000000002274,-0.021250455247695754
124,124,124,   true,634.2,812.1,   204,237,79,7.8,0.12770137524557948,0.12428298279158698,51.361676,-2.377862,23,166.2,162.92903225806447,1.3,630.62152774873,7.858170945947191,50,60,70,80,90,100,110,120,7.800000000000068,7.858170945947222,20.51755322760036,20.82472656735367,-0.09999999999990905,0.043060268785779954
125,125,125,   true,642.0,820.2,   228,107,79,7.8,0.12695312500000006,0.12452107279693475,51.361609,-2.377898,23,166.2,163.1870967741935,1.3,638.4796998590059,7.858172110275912,50,60,70,80,90,100,110,120,7.7999999999999545,7.858172110275859,20.517553227599763,20.824732738465872,-1.1368683772161603e-13,1.1643286370599526e-06
126,126,126,   true,649.8,828.0,   231,244,80,7.8,0.1264591439688715,0.12476007677543195,51.361543,-2.377935,23,166.4,163.43870967741927,0.6,646.2551957958689,7.775495936862941,50,60,70,80,90,100,110,120,7.7999999999999545,7.775495936862967,20.517553227599763,20.388842024430335,0.0,-0.08267617341289224
127,127,127,   true,657.6,835.9,   232,107,81,7.8,0.12572533849129594,0.12452107279693475,51.361477,-2.377971,23,166.4,163.68387096774185,0.6,654.0080308642456,7.752835068376734,50,60,70,80,90,100,110,120,7.800000000000068,7.752835068376726,20.51755322760036,20.27017291211183,1.1368683772161603e-13,-0.02266086848624127
128,128,128,   true,665.6,843.9,   226,128,82,7.8,0.12512030798845047,0.1240458015267176,51.361409,-2.3780069999999998,23,166.4,163.9225806451612,0.0,661.9717049789983,7.963674114752768,50,60,70,80,90,100,110,120,8.0,7.963674114752735,21.583224960000003,21.38766253069122,0.1999999999999318,0.2108390463760088
129,129,129,   true,673.6,851.9,   192,114,82,7.9,0.12452107279693488,0.1238095238095238,51.361340000000006,-2.378043,23,166.4,164.14193548387084,0.0,670.0410317665641,8.069326787565691,50,60,70,80,90,100,110,120,8.0,8.069326787565728,21.583224960000003,21.95891970686486,0.0,0.10565267281299384
130,130,130,   true,681.7,860.0,   207,125,83,7.9,0.12404580152671747,0.12345679012345685,51.361271,-2.3780799999999997,23,166.4,164.34838709677402,0.0,678.1321356008283,8.091103834264228,50,60,70,80,90,100,110,120,8.100000000000023,8.091103834264231,22.126177962900126,22.077602641080276,0.10000000000002274,0.021777046698503
131,131,131,   true,689.9,868.2,   206,129,84,8.0,0.1233396584440228,0.12310606060606058,51.361201,-2.378115,23,166.4,164.54193548387082,0.0,686.2863029133622,8.154167312533952,50,60,70,80,90,100,110,120,8.199999999999932,8.1541673125339,22.675875723599628,22.423097228844934,0.09999999999990905,0.06306347826966885
